oracle,inst_gpt
Most students were confused on plotting in MATLAB and other programming concepts like array indexing in MATLAB. Some students were confused about course logistics and content of assignment 06. Some students were also confused about logistics of having a zoom lecture.,"
Students found understanding the components for figures, array indexing, how to plot multiple datasets in one plot, and how to display figures confusing. They were also confused about the assignment A06 and Professor Wible's instructions over zoom."
"Most students were interested in different plotting styles and techniques in MATLAB. A lot of students were also interested in importing and manipulating data from files in MATLAB scripts. Some students were also interested in exploring new commands in MATLAB, representing excel spreadsheets as matrices and the content of assignment 6"," Students found creating figures and graphs in Matlab to be interesting, as well as learning about different ways to plot graphs, adjusting colors and shapes, and importing data from a spreadsheet. They also found readmatrix to be an interesting command."
"Almost all students were interested in learning about while loops and loop conditions. Some students were also interested in randomizing programs, the examples shown in the class by the instructor, getting time to work on assignment 7 with teammates and distinction between uses of while and for loops.","
Students found the use of while loops to be interesting. They saw how useful they can be when combined with if and else statements. They enjoyed learning about the randomizing programs that can be done with while loops, as well as the examples given which were simple yet complex enough to demonstrate the concept. Additionally, they found learning when to use for loops versus while loops to be interesting."
"In this lecture students were interested in hearing feedback from their peers. Students were interested in learning baout their final design project and reviewing their designs. Students were also interested that they got some studio time. They also found the video they watched to be interesting. Lastly, students were interested in powering solutions.","
Students found the peer review activity, studio time, video, and feedback from other groups interesting. They also found the design review questions and the Final Design Project interesting."
"In this lecture students were interested in learning about their design project. Students were also interested to learn how to use arduinos. Students also found the problem statement interesting. They were also intersted in learning about past student final projects, and about starting their final projects. Lastly, students found working on Taum Sauk interesting.","
Students found the introduction of the design project and the problem statement to be interesting. They were excited to learn how to use arduinos and appreciated the team work time they were given. The video example of Project 4 sparked ideas in the students' minds."
"In this lecture students were interesting in their project as they felt it was realistic. Students also were interested in their final presentions. Additionally, students were interested in the extra credit oppurtunites they recieved. Lastly, students were interested in learning more about wdm.","
Students found Johnny's teaching style interesting, and enjoyed applying their engineering knowledge to a realistic project related to their university. They also found the final presentations and extra credit opportunities interesting. Lastly, they found learning more about the WDM interesting."
"In this lecture, students found it interesting to work with their groups and meet their team members. Students found it interesting to work on their in class activity. Students also found the solar panel project interesting. They found it interesting to work one the problem statement. Students found it interesting to participate and design something that can solve a real world problen."," Students found meeting new teammates, teaming up and working on the solar panel project to be the most interesting. They enjoyed participating in the in-class activity and questioning the assigned task. They were also delighted to learn about the potential of solar energy and its real-world applications."
"In this lecture, students found finding the SSE and SST values to be interesting. Students also found it interesting how linear regression can be used on a data set. Students also found making graphs interesting.Students found it interesting to use both excel and matlab. They also found it interesting to learn how to calculate r squared values.","
Students found the familiarity of Excel to be refreshing and enjoyed the refresher on its functions. They found that linear regression in Matlab can be used to calculate important values such as SSE, SST and R Squared, and that the area of squares can be used to determine how good a fit something is. They also found the pre-built functions in Matlab and Excel to be useful."
"In this lecture students were confused with functions: how to call them, run them where to implement them. Students were also confused on how to name the files. Students did not find the in class activity or pre-class video useful they were still confused and felt un-prepared for the next assignment. Students also confused with structure of user defined functions and require further instruction.","
Students found functions and user defined functions to be the most confusing. Students had difficulty understanding the initial structure and where to place the functions in the script. Despite their confusion, the lecture was clear and understandable."
"One student had no confusion related to the material covered in class. Other students would like more clarity related to the in-class activity, the project, finding maximum velocity, algorithms for Vi, and linearization methods. I would suggest going over these topics at the beginning of next lecture.","
Students found the in-class activity and project instructions confusing. They were also confused about the maximum velocity value for milestone 1, linearization, and the algorithm for Vi. Additionally, they were unsure if all of the graphs used would be the same function type."
"There seems to be no confusion related to the material covered in class. Students really enjoyed learning about pseudo coding. Along with that, they also enjoyed the in-class activity, homework, and working on M2.","
Students found coming up with different methods to find v0, visualizing the code, smoothing out noisy data, pseudocode, and the team time and starting to work on M2 interesting. They also found the noise in the data, writing the actual code, and converting algorithms to code useful."
"There seems to be no confusion related to the material covered in class. Students really enjoyed working on their projects, working on minimizing noise in the data, creating UDFs, and updating their code. I would suggest giving some time for their projects next class as well since they are enjoying working on their projects.","
Students found the different approaches to linearizing data interesting, as well as setting up UDFs, minimizing noise in data, and working on the team project. They also found solutions to their coding in the for loop."
"There is a lot of confusion related to the material covered in class. Students would like more clarity related to functions in Excel, functions in MatLab, logarithmic functions, and linearization methods. I would suggest going over these topics at the beginning of next lecture.","
Students found various topics confusing, such as adding gridlines in Excel, nonlinear regression, semilog and loglog axes, graphing linearized data, and more. However, everyone benefited from the extra time spent on the topics and found Professor Wible to be very helpful."
"There seems to be no confusion related to the material covered in class. Students really enjoyed working with both Excel and MatLab and being able to compare the functionalities of both. Along with that, they also enjoyed the in-class activity and working axes on graphs.","
Students found the use of Excel and Matlab to be interesting, as well as the different best fit lines and the changing of axes. They also enjoyed how all the different parts came together for a single figure and the professor's guidance through the class activity."
"There seems to be no confusion related to the material covered in class. Students really enjoyed working with regression. Furthermore, they also enjoyed calculating SSE and SST, working on the in-class activity, and having studio time during class.","
Students found calculating SSE, SST and r squared value using Matlab and using built-in functions to find linear models the most interesting. They also found the slides on how to use linear regression in Matlab, the in class activity and the studio time beneficial. Excel and Matlab linear regression was also found interesting."
"There seems to be no confusion related to the material covered in class. Students enjoyed finding values, working with their teammates, calculating V0, and dealing with errors when calculating parameters.","
Students found working with their teammates to find the V0 values and looping processes to average them out to be interesting and confusing. They also found the ways to find Vmax and Km interesting, as well as discussing how to deal with errors when calculating parameters. The help from the teaching team was also appreciated."
There seems to be a lot of confusion related to the material covered in class. Students would like more clarity related to the instructions of M3. They would also like clarity related to calculating SSE and submission of plots.,"
Students found the instructions for M3 to be confusing, particularly with the usage of functions, reference values and calculated values, and the differences between table 5a and 5b. They were also unsure on how to calculate the SSE and what to do with the PG0-X50 data."
"There seems to be no confusion related to the material covered in class. Students really enjoyed working with Matlab. They also enjoyed working on their assignment during studio time, learning about vector operations, and receiving help from the class TAs.","
Students found the use of MATLab and the embedded code to be interesting and powerful. They enjoyed the queen song played, the TA's quick response, vector operations and the studio time to work on the assignment."
"Some students had no confusion related to the material covered in class. Other students would like clarity in finding initial velocity. They would also like help with the in-class activity. Furthermore, they would also like a more clear picture of the plan for next week.","
Students found the process of finding initial velocity confusing but they were able to figure it out. They were also confused about the plan for next week, the in-class activity, and the large data set given to them."
"There seems to be no confusion related to the material covered in class. Students really enjoyed working on A10, working on the in-class activity, working with functions, and learning about breakpoints. ","
Students found the use of breakpoints, script vs functions, and applying nested functions to different situations to be interesting. The matlab challenge and working on A10 with teammates were also found to be interesting. Lastly, combining multiple UDFs into one main function was also found to be interesting."
"There seems to be no confusion related to the material covered in class. Students really enjoyed learning about array and linear indexing and working with them. Furthermore, they also enjoyed working with matlab and scripts.","
Students found array and linear indexing, script debugging, matrices, formatting of code, and built-in functions to be the most interesting topics. They appreciated the ability to recognize errors before running the code and being able to identify where the errors are."
"One student had no confusion related to the material covered in class. Other students would like more clarity related to finding parameters and values, edits and modification to their code, and the calculation of V0. ","
Students found the instructions for finding parameters km and vmax, the graph in the video, and finding the values needed to be confusing. Other students had difficulty figuring out when to do the edits and modifications for their code. However, with the help of their teaching team, students were able to understand the calculations of V0."
Students enjoyed working with Matlab and learning about logical/relational operators and solving problems related to them. Some students enjoyed the group activity in class. Few liked that class was accessible over zoom.,"
Students found the ability to do group activities and use logical operators to be the most interesting. They enjoyed seeing how different codes could perform the same action and being able to apply the logical operators to equations to find the answer. They also thought it was interesting to learn how MATLAB requires in between relations to be portrayed differently."
"Students seemed to have some confusion over the creation and usage of matrices. Along with that, students also found it difficult to plot graphs and figures. I would suggest going over these topics briefly at the beginning of the next lecture so these doubts are cleared up.","
Students found the syntax and order of edits to graphs, combining read matrix commands, and deciding between scatter and line plots to be confusing. Additionally, they needed more clarification on A06, how to open and read matrix files, and formatting text files."
"Most students had no confusion related to the material covered in class. Some students would like more clarity related to loops, matrices, and A11. I would suggest going over these at the beginning of next lecture.","
Students found indexing within multiple for loops and nested for loops difficult to understand. They also found it confusing to modify for loops to stop or change directions and to index multiple numbers in a loop. However, all their issues were cleared up in class."
There seems to be no confusion related to the material covered in class. Students enjoyed learning and working with loops. They also enjoyed learning about structures and the tic toc method.,"
Students found collaborating with peers and learning about complex loops, nested structures, and timing loops with tic and toc interesting. They were also intrigued by the difference in code runtime when code was suppressed or when loops were avoided."
"There is a lot of confusion related to the material covered in class. Students would like more clarity related to the if-else statements and structures. Along with that, they would also like clarity related to functions, the in-class activity, and assignment.","
Students found understanding and using the logical operators, if-statements, size vs length function, and inputting % within the print statement confusing. Various activities and concepts such as the nickel and temperature selection structures, error messages, and if loops were also difficult."
"Most students had no confusion but a few students would like more clarity related to functions, structure, and the assignment. I would suggest going over these at the beginning of next lecture.","
Students found tracking the values of different variables through a series of functions and understanding nesting structures to be confusing. Other students found understanding main functions and UDF inputs and calling sub-functions within a main function confusing. Students also had difficulty with A10 Question 2 and understanding complex nested structures."
"There seems to be no confusion related to the material covered in class. Students enjoyed working with matlab and understanding its functionality. Along with that, they also liked doing the in-class activity and working on the assignment.","
Students found learning the fundamentals of MatLab and how to use different commands and files to be the most interesting. They enjoyed the in-class activities that allowed them to practice coding and learn more about MATLAB functions. They found it rewarding to type and run code to generate the correct answer."
"There seems to be no confusion related to the material covered in class. Students really enjoyed plotting graphs on MatLab, using certain MatLab functions, the assignment, and the in-class example.","
Students found the fprintf command and plotting data sets to be the most interesting. They enjoyed learning about text editing, subplots, graphing data points, and importing data. They found the plot command and the different colors used to make the graphs to be enjoyable."
"Some students had no confusion related to the material covered in class. Other students would like more clarity related to loops, filters, and concepts related to MatLab. I would suggest going over these at the beginning of lecture next time.","
Students found equations for SSE and SST, complex looping, NaN values, and Matlab commands to be the most confusing. Others found getting rid of data points, predicted values, and the NaN filter to be confusing. A few found that Excell is easier than Matlab."
"There seems to be no confusion related to the material covered in class. Students really enjoyed working with their teams. They also enjoyed learning about linearization, working with MatLab, and working on their code.","
Students found working with their team, coding in Matlab and applying linear regression the most interesting. They also enjoyed learning about different linearization models, the Lineweaver-Burk plot and how to plot different methods in Matlab."
"There seems to be no confusion related to the material related in class. Students really enjoyed meeting their teams. Along with that, they also enjoyed working with if-else statements, working on the assignment, and learning about flowcharts.","
Students found using logic structures and if else statements to be the most interesting. They also enjoyed meeting their teams and working together on assignments. Many students found the application of if statements and flowcharts to be interesting and useful."
"Some students had no confusion related to the material covered in class. Some of the students would like more clarity related to loops, functions, homeworks, and assignments. I would suggest going over these at the beginning of next lecture.","
Students found the complex loops and making vector calculations difficult to understand. Other topics such as array indexing, nested loops, and translating loops to vectors were also confusing. Understanding for loop declarations and tracking loops also proved difficult."
"Almost all of the students were interested in learning about how to declare and use user defined functions and how they reduce the lines of code used. Some students were also interested in working in teams. Others were interested in the quiz review, the in class activity and leaving the lecture 10 minutes early.","
Students found the user defined functions to be the most interesting. They appreciated the fact that they can save the function and reuse it outside of one assignment. They also found it interesting that a function can loop a single formula with multiple variables and that it has to be declared in the first line. Additionally, they enjoyed the in-class activity."
"Most students found it interesting how useful Excel is as a tool to analyze and visualize data. Students also found it interesting to use real life data in the classroom, learn about common mistakes that were done by other students and incorporating a lot more self-controlled learning experience.","
Students found the control they have over their own learning to be interesting, as well as exploring Excel and its functions. They appreciated learning about the common mistakes and habits that should be avoided. They found it interesting to solve problems using formulas, as well as the amount of information that can be calculated and utilized in Excel."
Most students were confused on idea iteration. One student was confused on making conducting thought experiments and others were confused about metrics for the design and prototyping. One student was confused on editing code. ,"
Students found the iteration section and metrics the most confusing. They were unsure of how to edit the code and what the requirements were for their prototype. They also found it difficult to determine which 6 solutions to pick and how to pick 3 of those for Friday."
Most students were interested in observing other groups' presentations. One student was interested in using the feedback forms to give feedback for other groups' presentations and another was interested in reviewing their group's design.,"
Students found hearing about other group's projects and ideas interesting. They also enjoyed the feedback form and design reviews. Overall, students enjoyed learning from their peers."
"Students generally found interest in learning more about various subjects like Z-scores and probability, Criteria and Constraints for a design, analysis of heatmap data. Some students were interested in researching for an assignment, while some where interested in the course structure such as studio time and quiz preparations.","
Students found having a better understanding of z scores and probability curves, researching bikeshare data, and practicing constraints and criteria to be the most interesting topics discussed in class. They also appreciated having studio time to work on their projects and ask questions."
Most students were confused with calculating the payback period and savings for a design. Others were confused in general thermodynamics jargon; criteria and problem statement for a design document and course tools like excel and word. One student was confused about solar panel activity.,"
Students found payback period, economic savings, thermodynamic information, and the equation for calculating payback period confusing. Additionally, students struggled to understand the example problem statement and the way to calculate payback time."
Two students were confused about determining criterias and constraints for an engineering design. A student was confused with how to do research effectively and another student was confused about the organization of the in class assignment. Two students were confused about writing a problem statement while one was specifically confused on how to address the clients.,"
Students found researching and understanding criteria vs constraints to be confusing. They also found the process of writing a problem statement and addressing clients to be confusing. Overall, students found it difficult to streamline their research with the amount of information provided."
Most students were confused about what to do for the final video presentations. Some students were confused on what they need to do for the reflections and some were confused about detailed 3D designs and weighted decision matrices.,"
Students found the final presentation and what is due for the reflection to be slightly confusing. Other students found nothing to be particularly confusing in regards to the class. Overall, the students had a few questions regarding the final presentation."
"In this lecture, students were most confused about assignment specifics such as due dates and expectations for group work. Students also mentioned confusion about determining the type of chart to use and differentiating data types. Students wanted more examples of making problem statements and also were confused on the engineering-specific meetings.","
Students found some assignments to be confusing, such as Assignment 3 and the Bike Share assignment. Other areas of confusion included EGO meetings, Brightspace, and determining the type of chart to use. More details were requested for certain assignments and examples of good problem statements."
"Most of the responses today included topics about potential and how it confused the students, as well as integrating and setting up their problems that they are given in class. They also had some trouble with some electric field concepts.","
Students were confused about setting up problems, integrals, electric fields, partial derivatives, potential energy, and conductors. More examples and explanations of concepts were requested."
The students today seemed to struggle a lot with grounding and voltage/electromotive force. Some students mentioned trouble with their in class examples and questions. A group of students found current confusing and circuit analysis itself confusing.,"
Students found grounding confusing, needing more examples and explanation. They also had difficulty understanding emf, current, and deltaV, as well as working with voltmeters, ammeters, and I*R. Understanding the flow of charge was also confusing."
"While there were some issues with understanding the concepts, students also seemed interested in these problems. Stdents mentioned that they enjoyed problems related to centripetal motion, terminal velocity and drag forces. There was some general discussions about top hat questions, and also acceleration. "," Students found the live demonstrations and problems related to friction, terminal velocity, drag force, centripetal force, and acceleration when entering a new fluid interesting and engaging. They also enjoyed the Pokémon, Minecraft, and stink bug examples."
"Again, because this class was an exam, students did not respond to the reflection prompts in high numbers. Of the responses, several of them listed that they enjoyed the problems. Two students even made humurous comments about the exam. ","
The students found the practical problems interesting and appreciated the guidance in group tests. They also enjoyed the slight twist in the second question and the challenge it presented."
"The vast majority of students had difficulty with relative motion. This included aspects such as deriving the equations, changing directions and what that means for vectors, and also kinematic equations. Many students specifically stated the monkey problem as the one they had the most difficulty with. It might be good to review it next class.","
Many students found Relative Motion confusing, particularly when determining when to add or subtract vectors. Other areas of confusion included the Monkey and the Hunter problem and using kinematic equations in different scenarios."
"Many students still have some questions about vector mathematics. It seems like they still need some practice with it. Some students are also having some issues with TopHat. Again, this might be due to them needing more practice. Some other issues that the students have involve using sin and cos, angles, and the right-hand rule."," Students found today's lecture on vectors and friction clear and engaging. The topics of subtracting and adding vectors, angle conversions, and unit vectors proved to be the most confusing. Extra practice with TopHat and more examples of unit vectors may help."
"There seems to be no confusion related to the material covered in class. Students really enjoyed the in-class demonstratios as it helped them deepen their understanding of concepts such as cicuits, current, and energy.","
Students found the demonstrations, experiments, and example problems with physical concepts interesting. They were also intrigued by the circuit variables, the RC circuits, and the oscillating circuit. The spring-circuit analogy was also intriguing."
"There seems to be no confusion related to the material covered in class. Students really enjoyed the in-class demonstrations. Along with that, they also enjoyed working with phasers, vectors, current, and voltage.","
Students found the demonstrations, problem solving, and visual representations of the concepts interesting. They appreciated the interactive simulations and demonstrations which helped with understanding and visualizing the material."
"Most of the students had no confusion since this class was basically going over the syllabus. A few students were confused about the roadmap of the course. Along with that, few students lacked clarity over how recitation works and had some conceptual questions as well.","
Students found the lecture easy to follow and understand, with no confusion related to the material covered. They were curious about the recitation format, the Shell theorem and charge conservation. They also wanted more information on constants and formulas."
There seems to be no confusion related to the material covered in class. Students really enjoyed the in-class demonstrations and problems as it helped them deepen their understanding over the concepts covered in class.,"
Students found the demonstrations and integration problems engaging and helpful in understanding magnetic fields, current direction, and the right hand rule. They also enjoyed learning about the attraction and repulsion of wires and the use of microteslas."
"There seems to be no confusion related to the material covered in class. Students really enjoyed the in-class demonstrations. Along with that, they also enjoyed the in-class problems and learning about waves, wavelengths, and index of refraction.","
Students found the live demonstrations of light and wave interference, double slit experiment, index of refraction, and top hat questions interesting and helpful in deepening their understanding of the material. The visuals of the waves and lasers aided in understanding the concepts better."
"There seems to be no confusion related to the material covered in class. Students really enjoyed the in-class demonstrations. Along with that, they also enjoyed the simulations, animations, and the visuals shown in the class. I would suggest doing something similar for other concepts as well in the future.","
Students found the demonstrations, models, and top hat questions engaging. They enjoyed learning about light, energy, and the interactions between electric and magnetic fields. The visuals helped them visualize the problems more effectively."
There seems to be no confusion related to the material covered in class. Students really enjoyed the in-class demos and in-class problems as it helped them further deepen their understanding over concepts.," Students found the live demonstrations interesting and engaging. They enjoyed learning about friction, Faraday's Law, and the applications of magnetic fields. It was also interesting to see how temperature affected the resistance of an object."
"Students seem to be confused about the two metal plates problem. Along with that, there seems to be confusion about Gauss Law and how to use it. Other students had questions over other questions covered in class(i.e TopHat). I would suggest going over the two metal plate question next class along with addressing few of the other questions.","
Students found confusion in topics such as electric fields due to multiple gaussian surfaces, charge enclosed in two plate systems, symmetry in electric fields, and electric fields between parallel charged planes. Examples and further explanations were suggested to help clarify the material."
"There is a lot of confsuion related to the material covered in class. Students would like more clarity related to the in-class questions. Along with that they would also like clarity over equations, the m value, and thin films. I would suggest going over these topics at the beginning of next class.","
Students found topics such as friction and thin film interference difficult to understand, as well as when to switch equations and the use of m-values. They also struggled to understand the refraction under water, layers of light and the thin film colours."
"Students learned to use integration in their physics problems in this lecture. They worked with charge and electric fields, doing example problems utilizing various solids. Students were particularly intrigued by integral set ups.","
Students found the material interesting, particularly the live demonstrations, integrals, electric fields, and top hat questions. They enjoyed learning how to set up equations and apply math to real life situations."
"In this lecture, students worked on TopHat with charges and electric fields. Students were confused by the two aforementioned concepts, and how to use them to calculate charges and forces.","
Students found some aspects of today's class confusing, such as understanding the components of the electric field, visualizing electric fields, calculating electric field in components, and understanding the point charge."
"There is a lot of confusion related to the material covered in class. Students would like more clarity related to phase shifts, tension, shearing, and concepts related to graphs. I would suggest going over these at the beginning of next class.","
Students found the concepts of K constants, simple harmonic motion, phase shifts, velocity and acceleration on graphs, and shearing and tension/compression equations to be confusing, but eventually found clarity through working with peers."
There seems to be no confusion related to the material covered in class. Students enjoyed the live demonstrations and were throughly engaged. They also enjoyed learning about Friction and working with Friction Equations on problems.,"
Students found the live demonstrations and learning about friction equations to be interesting and engaging. They were able to understand the theoretical aspect of friction force and found the conceptual question of mu > 1 to be intriguing."
"There is a lot of confusion related to the problems covered in class. Students would like more clarity over the last problem, push pull problem, and the coefficient of friction problem. Along with that, students would also like a recap of some of the concepts covered last class. ","
Students found the last problem with two blocks and varying coefficients of friction to be confusing, as well as the problem with the coefficient of friction greater than one. They also had difficulty with the theoretical applications of friction equations."
There seems to be no confusion related to the material covered in class. Students really enjoyed the live demonstrations as it helped them solidify the concepts. Along with that students also enjoyed working on problems related to Tension and Friction.,"
Students enjoyed the live demonstrations, particularly the ball experience, which helped solidify their understanding of the material. They also found the force equations and practice problems involving tension interesting."
There seems to be no confusion related to the material covered in class. Students enjoyed working on question related to work. They also liked the car example and the crash problems.," Students enjoyed learning about work, velocity, and forces on car motion and appreciated the examples and demos. They found the police car problem and the gravity work problem interesting and helpful in visualizing the problems."
"There seems to be no confusion related to material covered in class. Students really enjoyed the in-class demonstrations as it helped them deepen their understanding of the concepts related to energy, change in mass, etc.","
Students found the demonstrations to be the most interesting part of today's class. They particularly enjoyed learning about resonance, energy transfer, pendulums, springs, kinetic energy and collisions."
"There seems to be no confusion related to the material covered in class. Students enjoyed the demonstrations shown in class. Along with that students also enjoyed learning about waves, nodes, and frequencies.","
Students found the wave demonstrations, examples, and demos to be interesting and enjoyable. They appreciated seeing the direct application of the equations in the problems and the relationship between k and w."
There seems to be no confusion related to the concepts covered in class. Students really enjoyed the live demonstrations in class. Some students liked the demonstration related to shooting the monkey while others liked the moving car demonstration.,"
Students found the live demonstrations and experiments the most interesting, such as the monkey and the velocity vectors for relative motion problems. They enjoyed learning about Friction and setting up Friction Equations."
There seems to be confusion related to the material covered in class. Students would like more clarity related to the right hand rule and the left hand system. Along with that there was confusion related to the vectors questions covered in class.,"
Students found the right hand rule and vector direction confusing, but quickly understood the process of computing the dot and cross product. Clarification on the ways to find the sign/direction of the dot product and the purpose and use of the cross product would be beneficial."
"There seems to be no confusion related to the material covered in class. Students really enjoyed the in-class demonstrations as it further deepened their understanding of concepts such as collisions, center of mass, and momentum.","
Students found the live demonstrations engaging and helpful in understanding the concepts. They enjoyed learning about momentum, elastic energy, center of mass, and friction equations. They found elastic collisions particularly interesting."
"There seems to be no confsuion related to the material covered in class. Students really enjoyed the in-class demonstrations as it helped them further deepen their understanding of concepts in light, refraction, and reflection."," Students enjoyed the demonstrations in class, ranging from light experiments to polarization demos. They also found the laser demonstrations and the manipulation of light to be interesting and engaging."
