Lecture #,Reflection Text,native speaker,age,ethnicity,gender,course_anonyID,semester
16,I don’t understand whats causing electrons to move towards a B field or an E field.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
16,"I am a little confused on how to use the right hand rule when trying to find force of the magnetic field when given length, current, and magnetic field.",Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
16,Some of the applications were a little hard to follow—what are some real world examples?,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
16,More examples especially with visualizing the problem would be helpful,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
16,"One thing that is a bit confusing is finding the number of charge carriers. We know that the electrons are attracted to the side of a metal sheet with width l, but how do we know that number of charge carriers doesn’t occasionally go to the side?",Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
16,I found it confusing how to and when to use the equations you gave us. I also found it confusing how to calculate the potential energy for magnetic dipole moments.,Yes,18 - 22 years,Prefer not to disclose,Male,phys_0,semester_2
16,"Despite me not understanding it the best, I still found the railgun explanation to be an interesting  application of magnetism and electricity.",Yes,18 - 22 years,Black or African American,Male,phys_0,semester_2
16,"Despite me not understanding it the best, I still found the railgun explanation to be an interesting  application of magnetism and electricity.",Yes,18 - 22 years,Black or African American,Male,phys_0,semester_2
16,What I found most interesting was the ability to manipulate multiple equations when the magnetic force is equivalent to the electric force.,Yes,18 - 22 years,Hispanic or Latin American,Female,phys_0,semester_2
16,i love the right hand rule for figuring out which way forces go,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
16,I struggled a lot in today’s class so I genuinely found everything very difficult instead of interesting since I spent most of my time in class today trying to understand what I was doing wrong instead of what the material was actually trying to teach me. The loop practice problem was interesting though.,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
16,I thought the idea that the physics of electrons and how they migrate to one side instantaneously and then use equilibrium to continue upward was interesting,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
16,I thought the mass spectrometer was very interesting. It was interesting seeing the electric field and how it worked.,Yes,18 - 22 years,Hispanic or Latin American,Male,phys_0,semester_2
16,I thought the mass spectrometer was very interesting. It was interesting seeing the electric field and how it worked.,Yes,18 - 22 years,Hispanic or Latin American,Male,phys_0,semester_2
16,All the real world applications of the magnetic force and how it can be used in relation with so many old topics from this class.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
16,Mass spectrometers and how they work,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
16,Mass spectrometers and how they work,,,,,phys_0,semester_2
16,It is interesting how many applications there are for magnetic force such as Thompson’s apparatus,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
16,Solving for magnetic force using current,Yes,18 - 22 years,Asian American,Female,phys_0,semester_2
16,I found the mass spectrometer interesting! I’m a bio major so I’ve used mass spectrometry a few times but have never really been explained how it worked past the fact that there was a detector,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
16,I really liked learning about the mass spectrometer. I didn’t ever realize just how prominently magnetic fields were used,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
16,I found it interesting that electrons move in the opposite direction of current.,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
16,The similarities between the dipole moment equations from earlier in the class and the magnetic dipole moment equations,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
16,How you can thing of the magnetic force most other forces,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
16,"I find it interesting that the many different applications were discovered so long ago before modern electricity. I mean, 1879 is very long ago and the modern lightbulb was only invented in the 1900’s which isn’t very long ago.",Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
16,I found it interesting how we are finding magnetic field magnitudes and.,Yes,18 - 22 years,Prefer not to disclose,Male,phys_0,semester_2
17,The direction concept questions on tophat were the most confusing part of class today because I thought I had the right and rule down but I guess I don’t.,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
17,i am still confused about the right hand rule and how to use it.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
17,Some of the integration techniques used in both laws,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
17,was a little just confused why the constant of mew0 has a 4pi value when you just divide by 4pi anyhow. a little interested what the point is!,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
17,Ampere’s law was confusing.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
17,Trying to figure out the limits for bio savart-law problems,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
17,Trying to figure out the limits for bio savart-law problems,,,,,phys_0,semester_2
17,I really only don’t understand the direction of the cross products sometimes. I just don’t see how we get certain directions sometimes,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
17,i found it difficult to determine how to begin the problems that require the integration and cross product.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
17,When and where to draw Amperian Loops,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
17,I was confused how to apply the biot-savart law on my own.,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
17,"I think the most confusing thing for me was trying to find the force between 2 antiparallel lines like on the concept quiz. For example, why did the magnetic field from wire 2 affect wire 1 but wire 1’s magnetic field didn’t effect wire 2?",Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
17,"In awkward shaped objects with fields going in and out, why do we only multiply the current by the mewnaught value and disregard the area?",Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
17,More explanation of concepts would be helpful and how to set up problems,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
17,I found it confusing what the units are and how the magnetic field relates to biot svarts law.,Yes,18 - 22 years,Prefer not to disclose,Male,phys_0,semester_2
17,I found the Ampere’s law problems the most interesting part of class from today because I could work through them a lot easier than I thought,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
17,i really like how the right hand rule shows how the force acts,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
17,How constants are created in conjunction with the units they represent,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
17,was interested in how how we end up using the right hand rule (for x products) because the electrons would reserve direction but so does the concept of current so we just end with using the right hand tile instead of flipping liek usual.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
17,I found the similarities between this and other things interesting.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
17,What a toroid is and how you can solve problems with it,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
17,What a toroid is and how you can solve problems with it,,,,,phys_0,semester_2
17,I thought ampere’s law was njce and interesting especially because it felt so similar to gauss’ law,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
17,The relationship between magnetic fields and electric fields.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
17,The Biot-Savart Law and all its variations,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
17,I think it is interesting how the laws are different when using different types of wires,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
17,I think Ampere’s law was the easiest to understand because it is a lot like Gauss’ law like needed symmetry and how to make the math do-able,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
17,It’s interesting how we are revisiting the topic of Gaussian surfaces but in disguise.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
17,Similarities of ampere's law to gauss' law,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
17,I found it interesting how as the magnetic field amperes law with magnetic field relates to gauss law with electric field.,Yes,18 - 22 years,Prefer not to disclose,Male,phys_0,semester_2
18,The real world examples and applications were limited,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
18,I was wondering why we are allowed to use right hand rule for lenz’s law when faradays is a dot product not a cross product.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
18,The relationship between induced emf and electric fields didn't seem clear on a conceptual basis. I just couldn't tell how they were really related.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
18,Faradays law was very confusing.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
18,Trying to figure out the direction of the induced current in a figure,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
18,Trying to figure out the direction of the induced current in a figure,,,,,phys_0,semester_2
18,I was a bit confused during the discussion of eddy currents at a molecular level and how adding cross sectional slits to a loop reduces mechanical energy dissipation.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
18,I had a hard time grasping the concept of which direction the induced B field and current was.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
18,"So mechanical energy escaping a system in an eddy current is heat, so why don’t all wires produce heat when a current runs through them?",Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
18,"Problem 30.20 was confusing because I was unsure of how only flipping it halfway would fit into the calculation, and how you would know that the attached meter is in series with the coil of wire.",Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
18,Concept question 1: how do we use the poles to find the direction of magnetic field,Yes,18 - 22 years,Asian American,Female,phys_0,semester_2
18,I did not fine anything confusing today to be honest,,,,,phys_0,semester_2
18,I found it confusing defining what a induced emf is and how it causes an induced current.,Yes,18 - 22 years,Prefer not to disclose,Male,phys_0,semester_2
18,The breakout room question was really good and I felt like I had the building blocks to complete it.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
18,I though it was cool that being how intimidating faradays law looks it became quite simple to compute in elective and was quite straight forward,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
18,The ability of a moving magnetic field to so greatly affect current and electric fields.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
18,I found how magnets work to be interesting.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
18,How power can relate to the examples we have done,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
18,How power can relate to the examples we have done,,,,,phys_0,semester_2
18,Finding that electric potential cannot be used in induction calculations by using an equation for work to show that emf does not equal 0 for a charge moving around a closed loop which also led to the conclusion that magnetic field causes electric field.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
18,I liked the different ways of thinking about how the magnetic flux could change based on If area or B field was changing,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
18,It is interesting that an induced field can affect things moving through them.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
18,"I thought that Lenz’s law was interesting, even though the minus sign that goes with it can be a little confusing.",Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
18,Finding induced emf,Yes,18 - 22 years,Asian American,Female,phys_0,semester_2
18,I found the most interesting was the video demonstration,,,,,phys_0,semester_2
18,I found it interesting how faradays law relates to gauss law with flux equal magnetic field times area.,Yes,18 - 22 years,Prefer not to disclose,Male,phys_0,semester_2
19,The second breakout room question felt very confusing.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
19,I think RL circuit portion needs some more practice. Seems a little intimidating to set up a special integration for each different scenario. would benefit all of us to see more examples I’m sure.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
19,I found it confusing how to derive the equation for a current switched on,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
19,The rl circuits were confusing.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
19,"I think the hardest thing for me was more RL and LC circuits, specifically finding the current when it’s switched on or off. I understand using the loop rule but I think some more practice and review of it would help a lot",Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
19,Mutual versus self induction and how to know when to use which,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
19,Mutual versus self induction and how to know when to use which,,,,,phys_0,semester_2
19,I had a hard time understanding when the current is going on what direction in the RL circuits.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
19,"The most confusing part was just keeping track of all of the equation substitutions in the examples, after some more practice it should get easier",Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
19,"If a switch is turned on, why isn’t the flow of current immediately the max at L?",Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
19,"I found how to find the induced emf with time a little confusing, and also what an RL circuit it versus a RC circuit.",Yes,18 - 22 years,Prefer not to disclose,Male,phys_0,semester_2
19,How to solve for induced emf as well as more examples on how to set up problems,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
19,The first breakout problem with mutual induction taught me a lot.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
19,I thought. it was convenient Lenz’s law applied to inductors. It’s very refreshing to know a lot of the we principles tie into stuff we continue to learn later on.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
19,I thought it was interesting how similar circuits and springs are in terms of variables and equations,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
19,The inductors were very interesting.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
19,I thought the comparison between springs and circuits was really interesting! I think especially because maybe it’ll help thinking about LC circuits,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
19,How RL circuits work when the current is switched on or off,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
19,How RL circuits work when the current is switched on or off,,,,,phys_0,semester_2
19,I found the analogies and comparisons between the harmonic motion/wave equations to be very useful,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
19,The similarities between the spring equations and variable with circuits,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
19,The comparison between oscillatory motion and circuits is really cool to see.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
19,"I found it interesting how we learned everything in a basic circuit now; the inductor, capaciator, and a resistor.",Yes,18 - 22 years,Prefer not to disclose,Male,phys_0,semester_2
19,How this concept can be related back to springs,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
20,Everything (this unit was more focused on derivation of equations so I got lost in the mix somewhere),Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
20,I was a little confused on what the equations we derived in the lecture videos were for.,Yes,18 - 22 years,Hispanic or Latin American,Female,phys_0,semester_2
20,There were not too many confusing topics today.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
20,I had a really hard time figuring out what I need to plug into certain equations to find things like the inductance,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
20,"Honestly, the whole section is pretty confusing I think it could be useful to work out a lot of examples. ODEs confuse me too.",Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
20,Why are the complex numbers important to solving for values in RLC circuits?,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
20,I had trouble understanding what phasers were,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
20,I had trouble understanding what phasers were,,,,,phys_0,semester_2
20,"I was confused about the topic in the last video about plotting Vr, Vc, and Vl vs the graph of I. I don’t completely understand why the 90 degrees ahead and behind arrows go forwards/backwards.",Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
20,The idea of the phase angle correcting the angle of the sin function in a driven series RLC circuit is still unclear to me. Is the phase angle correcting the orientation of the graph or is it correcting the direction of the current in the circuit?,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
20,What is the significance of V(t) being 90 degrees behind or ahead?,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
20,I found it confusing what the inductive reactance and the capacitive reactance is and what to use it for,Yes,18 - 22 years,Prefer not to disclose,Male,phys_0,semester_2
20,What is the significance of plotting the different voltages across the different circuit components on an imaginary plane?,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
20,"I think the most confusing thing is the phasers and complex numbers. I watched all the optional math videos, so I don’t think it’s the math itself that confusing, but I think I’m missing the point of the phasers. Why do we need phasers and complex numbers if we can also do it without?",Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
20,the most confusing part was the practice problem where we had to find mutual inductance.,Yes,18 - 22 years,Asian American,Female,phys_0,semester_2
20,When Nero said that the hardest part of the unit is when to use the equations. That cleared everything up.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
20,I found how the equations perform on graphs the most interesting.,Yes,18 - 22 years,Hispanic or Latin American,Female,phys_0,semester_2
20,The formulas were interesting.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
20,I don’t think I found anything that interesting in this section. It was pretty hard for me to wrap my head around most of it because I’ve never been that good at deriving equations like these,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
20,"I think it is interesting how circuits contribute to every day life such as generators, TVs, etc. it would be interesting To see more examples",Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
20,How everything comes together,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
20,How resistors and inductors play a role in RLC circuits,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
20,How resistors and inductors play a role in RLC circuits,,,,,phys_0,semester_2
20,"I found it interesting that complex numbers actually have meaning in the real world, RLC circuits in this case.",Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
20,Learning how the charge vs time graph for damped oscillation resembles sound waves produced by a bell dying out was a very helpful comparison which helped me understand how different values for omega and phi affect the structure of the graph.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
20,The similarities/differences of the graphs,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
20,I found it interesting that we are putting resistors conductors and inductors all into one circuit and solving circuit problems with all 3 devices,Yes,18 - 22 years,Prefer not to disclose,Male,phys_0,semester_2
20,It is interesting how all of the sinusoidal graphs are out of phase with each other.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
20,"While being confusing, I also think it’s interesting how we can do the math in a simple way or a more complicated way using phasers.",Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
20,"the most interesting part of today’s class was that lc circuits have oscillating energies, just like springs.",Yes,18 - 22 years,Asian American,Female,phys_0,semester_2
2,"Much was very thorough and clear. I had some issues understanding the diagrams at first, not sure why. Seems a few others were confused with how to interpret the diagram as well. Nevertheless, it was a good self problem solving period. and when the prof explained, it was clear and well executed. I understood more being confused and then being enlightened and shown how the diagram was supposed to represent the particles and their charges. furthermore, after the first diagram it seemed like I felt I was absorbing s a lotmore from the concepts you were trying to get through to us.",Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
2,I think the example pertaining to the charges arranged in a square was a little confusing. Particularly deriving the r value.,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
2,"I thought that everything was very clear, however I felt that some of the time given for the TopHat questions was insufficient. There were multiple times where I scrambled to put in an answer that ended up being wrong because I was one or two steps away from the right answer but didn't have time to finish the problem.",Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
2,What I found unclear was the lightbulb lighting up due to the work done by the professor. It was stated that the work done caused the lightbulb to light up and the electrons moving into the lightbulb.,No,18 - 22 years,Asian American,Male,phys_0,semester_2
2,In today’s class the Shell theorem was very confusing to me. I did not understand how it works.,Yes,18 - 22 years,Prefer not to disclose,Male,phys_0,semester_2
2,The idea of grounding was unclear to me. I did not understand how charge can be left over in a particle after it has been grounded.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
2,"Overall, today’s class was really good! I thought that each tophat question was well explained. I was a little confused with some of the math steps you took in simplifying, because you never showed any conversions, but the whole concept was clear.",Yes,18 - 22 years,Asian American,Female,phys_0,semester_2
2,"I was a bit confused with the concept question on tophat about the ratio of charges, but after explaining, it made more sense.",Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
2,I really didn’t understand the second top hat question with the two particles that were repelling eachother and then a third particle touches both of them respectively. I know how the first particle touches the third particle so it’s q value and the first particles q value are halved. I also know how the second particle touches the third particle and doing (1/2+1)/2 is 3/4 for both particles. I just didn’t know where to go from there to solve for F’ or F because I didn’t know what it defined as F’ and F. You probably mentioned it though and it just went too quickly for me.,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
2,I was confused about how the energy from Dr. Nero was what caused the lightbulb to light up in the experiment.,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
2,The beginning of the lecture about charges was a bit rushed and I think it would be a valuable thing to go over since it is the building blocks of electric forces,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
2,i enjoyed today’s class. i struggled when all the forces were being applied onto the one force. i didn’t understand this because i couldn’t seem to figure out why that one force just became 0.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
2,"I was confused about the way to break up the components in the last problem. I forgot about vector math from physics 1. The breakout room for one of the problems was not helpful, my group did not participate.",Yes,18 - 22 years,Black or African American,Female,phys_0,semester_2
2,I was a little bit confused on Shell Theorems in today’s class because the two Theorems seem to be very similar and I’m having trouble understanding the difference between the two.,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
2,I was a little bit confused on Shell Theorems in today’s class because the two Theorems seem to be very similar and I’m having trouble understanding the difference between the two.,,,,,phys_0,semester_2
2,I felt that the lecture was well explained. I believe that one would only find it confusing if they didn’t watch the prerecorded lectures before hand.,Yes,18 - 22 years,Hispanic or Latin American,Female,phys_0,semester_2
2,I found the second shell theorem to be confusing. Is there no electric force on the particle because the shell it is in is charged?,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
2,"The conservation of energy question was very tricky. I was indecisive between the correct answer and the “difference in charge” answer, so I felt that I learned the most from this question.",Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
2,The explanation of your plastic sheet and lightbulb experiment was really neat and caught my interests.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
2,I thought having the visual examples was interesting because it makes topics easier to understand.,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
2,I found it interesting how similar electric force is to gravitational force.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
2,I found the demonstration done to show the lightbulb lighting was very interesting because of the separation of charges.,No,18 - 22 years,Asian American,Male,phys_0,semester_2
2,What I found most interesting today was that there can be two components of an electrostatic force. I found this interesting because  I’m working with forces that are invisible.,Yes,18 - 22 years,Prefer not to disclose,Male,phys_0,semester_2
2,Energy conservation in particle physics with a gamma ray photon being split into an electron and positron was very intriguing since I’ve never learned much about gamma rays in the past.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
2,The amount of interaction we were able to have with you as an instructor and in breakout rooms was interesting.,Yes,18 - 22 years,Asian American,Female,phys_0,semester_2
2,I found interesting how similar the forces caused by charges and gravity are.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
2,I like that the math is pretty consistent and the laws and theorems are pretty easily definable I just get messed up when you’re doing demonstrations that move really quickly and the words go over my head.,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
2,I found the clicker question about F and F’ very interesting.,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
2,The shell theory was a very interesting concept and easy to understand because it is so similar to how you treat round objects in translational motion which helped me understand it better,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
2,i really like learning about the electric charges and i like learning about electrons after taking so many chemistry classes,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
2,The demonstration in the beginning was interesting. I like it better when I can see what is happening.,Yes,18 - 22 years,Black or African American,Female,phys_0,semester_2
2,I found that the different ways charges spread out was interesting and I understood the differences between all of the examples of them,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
2,I found that the different ways charges spread out was interesting and I understood the differences between all of the examples of them,,,,,phys_0,semester_2
2,I enjoyed doing the practice problems because I believe that is the best way to learn.,Yes,18 - 22 years,Hispanic or Latin American,Female,phys_0,semester_2
2,I found the Part 5: Charges Spread Out video the most interesting! The first one of 50:50 seemed to be expected but I found the grounded conductor and induced charge to be interesting,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
3,I was confused by how to calculate the moment for dipoles that are not in a uniform field.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
3,I was confused by how to calculate the moment for dipoles that are not in a uniform field.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
3,I found the physical properties of the electric field to be confusing. Like specifically how it relates to electric force.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
3,"In today’s class, I found it confusing how dipoles work in a uniform electric field. The second to last example I found confusing where it asked if the dipole would attract to the plate.",Yes,18 - 22 years,Prefer not to disclose,Male,phys_0,semester_2
3,The example of a neutral wall having a net force towards a negatively charged balloon when the balloon is brought near the wall.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
3,"Sometimes, when Professor Nero is doing practice problems, he writes the steps down really fast, and continues moving on to the next problem. It would be helpful if he slowed a bit after finishing each problem, and allowed time to copy everything down, and absorb the information a little more. This happened for me especially in the suspended water droplet problem.",Yes,18 - 22 years,Asian American,Female,phys_0,semester_2
3,the binomial theorem,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
3,the binomial theorem,,,,,phys_0,semester_2
3,The math behind why certain numbers can be considered 0 or a simpler version confused me.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
3,Could you go over potential energy of a dipole again? Specifically when potential energy is maximum and such?,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
3,I think the tophat questions overall were the most difficult part about class.,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
3,Using the charges and electric field to calculate torque,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
3,Using the charges and electric field to calculate torque,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
3,"The experiment when when could see the diopole, and the whole concept of polar molecules like water.",Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
3,"In today’s class, I found it interesting that electric fields work how wind works. I learned that wind has many vectors as does electric fields.",Yes,18 - 22 years,Prefer not to disclose,Male,phys_0,semester_2
3,How dipoles give molecules their unique properties,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
3,The fact that water can suspend in midair due to electric fields!,Yes,18 - 22 years,Asian American,Female,phys_0,semester_2
3,Torque and potential energy and how they apply to electric fields,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
3,Torque and potential energy and how they apply to electric fields,,,,,phys_0,semester_2
3,The electric field patterns were very interesting.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
3,Visualizing electric fields! It was interesting to know how lines cannot cross and what it looks like for unlike charges,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
3,I found shell’s theorem to be the most interesting part about today’s lecture.,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
4,the integrations were confusing but i think i just need to focus more and review calc,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
4,The initial set up. Specifically the limits of integration and the variable of integration.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
4,Some of the Calc concepts needed some review before I could fully apply them to Physics.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
4,Determining when to use cos or sin for integration of a ring of charge. Also drawing dE vectors along the z-axis was a bit confusing for me.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
4,I felt the lecture was going too fast and felt that we should go over details more rather than flying through each tophat question.,No,18 - 22 years,Asian American,Male,phys_0,semester_2
4,The class problem regarding finding the x component of Electric field.,Yes,18 - 22 years,Asian American,Female,phys_0,semester_2
4,I am confused on how to figure out what dq should be in example problems that use that equation,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
4,I am confused on how to figure out what dq should be in example problems that use that equation,,,,,phys_0,semester_2
4,I am somewhat confused on what dq/ds represent in the problems in parts 3/4 of this lecture series.,Yes,18 - 22 years,Hispanic or Latin American,Male,phys_0,semester_2
4,I am really having trouble setting up integrals for the electric field. I don’t understand how to set it up given the linear density and the charge.,Yes,18 - 22 years,Prefer not to disclose,Male,phys_0,semester_2
4,"While I understand the solving the integral process, I could use more clarity/examples of setting up integrals in different situations. Also, a deeper explanation of what exactly is happening to the electric field when influenced by an extended charge.",Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
4,The ring of charge section was the most confusing. Setting it up and finding E parallel and E perpendicular was the most confusing for me,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
4,The limits on the integrals confused me the most. I did not know why some of them changed midway through the problem.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
4,I was confused about recognizing which variable you should take the the integral with respect to (depending on the problem),Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
4,"The second question on the concept quiz gave me issues and made me pretty confused, especially when it came to setting up the integral.",Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
4,The dipole questions were really confusing for me today.,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
4,i thought it was really cool to see the integrations and see how one subject goes to the other,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
4,How the integrals simplify as you pull out constants and make substitutions.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
4,"How the Calculus concepts were applied to extended charges (integrals, u-substitution)",Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
